sample_id	score	global_score	seq_recovery
7488	0.6981	0.7906	0.5068
7489	0.6910	0.7780	0.4932
7490	0.7039	0.7850	0.5205
7491	0.7203	0.8023	0.5068
7492	0.7248	0.8140	0.5342
7493	0.6879	0.7742	0.4932
7494	0.6837	0.7663	0.5479
7495	0.6882	0.7735	0.4795
7496	0.6994	0.7824	0.4658
7497	0.7617	0.8511	0.4658
7498	0.7043	0.7905	0.4795
7499	0.7446	0.8318	0.4932
7500	0.7184	0.8030	0.5342
7501	0.7039	0.7863	0.4932
7502	0.7231	0.8049	0.4932
7503	0.6907	0.7738	0.5342
7504	0.7108	0.7928	0.4795
7505	0.7090	0.7999	0.5479
7506	0.7316	0.8093	0.4932
7507	0.6718	0.7526	0.5342
7508	0.7130	0.8020	0.5342
7509	0.7113	0.7952	0.4658
7510	0.7137	0.7950	0.5068
7511	0.6777	0.7719	0.4932
7512	0.7103	0.7918	0.5205
7513	0.6934	0.7842	0.5068
7514	0.7466	0.8375	0.5205
7515	0.7024	0.7838	0.5205
7516	0.6676	0.7553	0.4932
7517	0.7309	0.8116	0.5205
7518	0.7331	0.8234	0.5479
7519	0.7349	0.8182	0.4795
7520	0.7207	0.7990	0.5342
7521	0.7252	0.8140	0.5068
7522	0.7586	0.8489	0.5753
7523	0.7167	0.8074	0.4932
7524	0.7221	0.8127	0.5068
7525	0.7094	0.8007	0.5068
7526	0.7076	0.8000	0.5479
7527	0.7002	0.7896	0.5068
7528	0.7133	0.7916	0.5342
7529	0.7111	0.7928	0.4932
7530	0.7052	0.7952	0.4932
7531	0.6809	0.7734	0.5205
7532	0.7271	0.8101	0.4658
7533	0.6980	0.7888	0.5068
7534	0.7284	0.8120	0.5068
7535	0.7237	0.8123	0.5205
7536	0.6772	0.7647	0.4932
7537	0.6973	0.7881	0.5068
7538	0.6763	0.7638	0.4932
7539	0.7056	0.7914	0.5616
7540	0.6956	0.7792	0.5205
7541	0.7112	0.7956	0.5479
7542	0.6762	0.7615	0.5068
7543	0.6924	0.7786	0.5068
7544	0.6711	0.7528	0.5205
7545	0.7177	0.8111	0.4932
7546	0.7122	0.7914	0.5205
7547	0.7364	0.8170	0.5205
7548	0.7297	0.8198	0.4932
7549	0.7043	0.7897	0.4932
7550	0.7066	0.7913	0.4795
7551	0.7093	0.8028	0.5068
7552	0.6831	0.7700	0.5342
7553	0.6887	0.7834	0.5068
7554	0.6803	0.7723	0.5205
7555	0.6997	0.7917	0.5205
7556	0.6963	0.7779	0.4932
7557	0.7515	0.8311	0.5205
7558	0.6894	0.7756	0.4932
7559	0.6929	0.7842	0.4795
7560	0.7275	0.8160	0.4795
7561	0.6864	0.7666	0.5205
7562	0.7146	0.8036	0.4795
7563	0.7326	0.8210	0.5068
7564	0.7170	0.7973	0.5479
7565	0.6908	0.7729	0.5205
7566	0.7175	0.8064	0.5068
7567	0.6823	0.7778	0.4932
7568	0.6850	0.7764	0.5342
7569	0.6763	0.7642	0.4932
7570	0.7292	0.8191	0.5205
7571	0.6816	0.7661	0.5479
7572	0.6799	0.7751	0.5479
7573	0.7041	0.7971	0.4795
7574	0.7336	0.8112	0.4932
7575	0.7230	0.8011	0.4795
7576	0.6790	0.7665	0.5068
7577	0.7254	0.8099	0.5342
7578	0.7167	0.7991	0.4795
7579	0.7102	0.8020	0.4932
7580	0.7044	0.7942	0.5616
7581	0.7088	0.7944	0.4932
7582	0.7469	0.8384	0.5068
7583	0.7117	0.7928	0.5068
7584	0.7283	0.8102	0.5616
7585	0.6943	0.7794	0.5342
7586	0.7338	0.8113	0.5205
7587	0.7090	0.7983	0.5205
7588	0.7498	0.8397	0.5342
7589	0.6752	0.7617	0.4932
7590	0.7423	0.8321	0.5205
7591	0.6767	0.7606	0.5205
7592	0.7058	0.7979	0.4932
7593	0.6881	0.7828	0.5342
7594	0.7340	0.8116	0.4795
7595	0.7069	0.7854	0.5068
7596	0.7042	0.7861	0.5205
7597	0.6685	0.7648	0.4658
7598	0.7365	0.8266	0.4932
7599	0.7170	0.8098	0.5342
7600	0.7396	0.8304	0.5479
7601	0.7414	0.8331	0.5616
7602	0.7303	0.8218	0.5068
7603	0.7206	0.8011	0.5068
7604	0.7374	0.8214	0.5068
7605	0.7159	0.8074	0.4932
7606	0.7032	0.7930	0.4658
7607	0.6970	0.7807	0.5068
7608	0.7426	0.8323	0.5342
7609	0.7150	0.7973	0.4932
7610	0.6892	0.7714	0.4658
7611	0.6647	0.7613	0.5068
7612	0.7738	0.8588	0.5205
7613	0.7145	0.7927	0.4795
7614	0.6978	0.7779	0.4932
7615	0.6924	0.7857	0.5342
7616	0.6998	0.7795	0.5205
7617	0.7425	0.8195	0.5342
7618	0.7053	0.7848	0.4658
7619	0.7077	0.7927	0.5342
7620	0.6835	0.7637	0.5205
7621	0.6757	0.7562	0.5342
7622	0.6996	0.7849	0.4658
7623	0.6872	0.7779	0.5068
7624	0.6783	0.7614	0.5068
7625	0.6984	0.7844	0.5205
7626	0.6973	0.7915	0.5479
7627	0.7145	0.8073	0.5205
7628	0.6960	0.7790	0.5068
7629	0.7146	0.7935	0.4795
7630	0.7277	0.8083	0.4795
7631	0.6800	0.7729	0.4795
7632	0.7215	0.8050	0.5479
7633	0.7081	0.7992	0.4932
7634	0.6866	0.7732	0.5068
7635	0.7681	0.8569	0.4658
7636	0.7101	0.7994	0.5342
7637	0.6796	0.7664	0.4795
7638	0.7364	0.8193	0.4658
7639	0.6902	0.7741	0.5205
7640	0.7162	0.8046	0.4795
7641	0.7534	0.8433	0.5342
7642	0.6934	0.7763	0.5068
7643	0.7139	0.8059	0.5342
7644	0.7016	0.7956	0.5205
7645	0.7210	0.8046	0.5068
7646	0.7139	0.7992	0.5479
7647	0.7103	0.7934	0.5205
7648	0.7153	0.7992	0.5205
7649	0.6855	0.7763	0.5342
7650	0.7538	0.8330	0.4795
7651	0.6836	0.7786	0.4658
7652	0.6626	0.7576	0.5342
7653	0.7157	0.8090	0.4795
7654	0.6839	0.7754	0.5068
7655	0.7231	0.8070	0.5205
7656	0.7202	0.8122	0.5205
7657	0.6919	0.7828	0.5205
7658	0.6910	0.7714	0.4932
7659	0.7175	0.7961	0.4795
7660	0.7159	0.8007	0.4658
7661	0.7101	0.8007	0.5342
7662	0.6851	0.7660	0.5342
7663	0.7293	0.8107	0.4795
7664	0.6974	0.7793	0.5068
7665	0.7185	0.8107	0.4932
7666	0.6983	0.7885	0.4932
7667	0.7163	0.7943	0.5068
7668	0.7022	0.7847	0.4795
7669	0.6802	0.7666	0.5205
7670	0.6912	0.7714	0.5068
7671	0.7104	0.7959	0.5479
7672	0.7079	0.7975	0.4795
7673	0.7289	0.8188	0.5068
7674	0.6874	0.7708	0.5205
7675	0.7088	0.7931	0.4932
7676	0.7253	0.8159	0.4932
7677	0.7040	0.7960	0.5068
7678	0.7058	0.7887	0.4658
7679	0.6764	0.7577	0.5205
7680	0.7162	0.8092	0.5205
7681	0.6835	0.7642	0.4795
7682	0.7133	0.7985	0.5342
7683	0.7069	0.7911	0.5068
7684	0.7254	0.8143	0.4795
7685	0.6963	0.7871	0.5205
7686	0.7551	0.8425	0.4932
7687	0.7122	0.8019	0.5479
7688	0.7413	0.8200	0.5342
7689	0.6822	0.7688	0.4932
7690	0.7203	0.8130	0.5342
7691	0.6989	0.7919	0.5479
7692	0.7319	0.8136	0.5068
7693	0.7218	0.8122	0.5068
7694	0.6854	0.7768	0.5342
7695	0.6858	0.7727	0.5342
7696	0.7181	0.7986	0.4658
7697	0.7115	0.8033	0.5342
7698	0.6902	0.7724	0.4932
7699	0.6824	0.7744	0.5342
7700	0.7508	0.8312	0.4932
7701	0.7124	0.8045	0.5068
7702	0.7117	0.7947	0.4932
7703	0.7162	0.8073	0.5342
7704	0.7114	0.7954	0.4521
7705	0.6817	0.7690	0.5205
7706	0.6971	0.7806	0.4932
7707	0.7121	0.7912	0.5068
7708	0.7063	0.7983	0.5205
7709	0.6734	0.7658	0.5205
7710	0.7043	0.7970	0.4932
7711	0.7187	0.8118	0.5479
7712	0.6883	0.7795	0.5068
7713	0.7089	0.7982	0.5205
7714	0.6813	0.7722	0.4795
7715	0.6745	0.7663	0.5205
7716	0.7235	0.8148	0.5205
7717	0.6837	0.7763	0.5205
7718	0.6989	0.7934	0.4932
7719	0.7097	0.7993	0.4932
7720	0.7211	0.8035	0.4521
7721	0.7185	0.8033	0.5205
7722	0.7201	0.8050	0.5479
7723	0.7197	0.8100	0.5479
7724	0.6753	0.7697	0.5068
7725	0.6901	0.7764	0.5205
7726	0.7306	0.8191	0.5205
7727	0.7203	0.8053	0.5205
7728	0.6978	0.7835	0.4795
7729	0.7042	0.7896	0.5068
7730	0.6846	0.7651	0.4795
7731	0.7057	0.7877	0.5205
7732	0.6984	0.7837	0.4658
7733	0.6915	0.7864	0.5479
7734	0.7046	0.7967	0.4521
7735	0.7414	0.8291	0.5205
7736	0.6975	0.7800	0.4932
7737	0.6932	0.7842	0.5205
7738	0.6911	0.7707	0.4932
7739	0.7405	0.8279	0.5068
7740	0.7002	0.7850	0.4932
7741	0.6959	0.7888	0.5068
7742	0.6646	0.7576	0.5342
7743	0.6792	0.7748	0.4658
7744	0.7139	0.8071	0.5068
7745	0.7146	0.8077	0.5205
7746	0.7117	0.7900	0.4932
7747	0.6818	0.7677	0.4795
7748	0.7007	0.7871	0.4795
7749	0.7238	0.8047	0.5479
7750	0.6937	0.7803	0.5068
7751	0.6916	0.7715	0.4795
7752	0.6691	0.7546	0.4932
7753	0.6966	0.7767	0.5068
7754	0.6791	0.7707	0.4932
7755	0.6455	0.7343	0.5479
7756	0.7007	0.7946	0.5068
7757	0.7134	0.7952	0.5068
7758	0.7045	0.7867	0.5068
7759	0.7062	0.7893	0.4932
7760	0.6982	0.7837	0.4795
7761	0.7166	0.7988	0.5068
7762	0.6981	0.7888	0.4795
7763	0.6966	0.7803	0.4658
7764	0.6985	0.7839	0.5068
7765	0.7052	0.7980	0.5205
7766	0.6829	0.7693	0.5479
7767	0.7155	0.8051	0.5342
7768	0.7299	0.8209	0.5342
7769	0.6955	0.7753	0.4932
7770	0.7169	0.8084	0.4932
7771	0.7332	0.8127	0.5068
7772	0.6933	0.7835	0.5479
7773	0.6775	0.7709	0.5205
7774	0.6921	0.7719	0.4932
7775	0.7118	0.8016	0.5479
7776	0.7211	0.8091	0.5068
7777	0.6984	0.7837	0.5068
7778	0.6903	0.7705	0.5068
7779	0.7208	0.8137	0.4932
7780	0.7377	0.8211	0.4658
7781	0.7008	0.7803	0.5068
7782	0.6899	0.7753	0.4795
7783	0.7036	0.7946	0.4795
7784	0.6961	0.7861	0.4932
7785	0.6850	0.7803	0.4795
7786	0.7415	0.8225	0.5205
7787	0.6786	0.7739	0.5342
7788	0.7061	0.7988	0.4932
7789	0.6769	0.7574	0.5479
7790	0.6851	0.7776	0.5068
7791	0.6767	0.7721	0.5342
7792	0.7244	0.8169	0.5342
7793	0.7317	0.8195	0.5068
7794	0.6857	0.7731	0.4795
7795	0.6957	0.7865	0.4795
7796	0.6969	0.7877	0.5342
7797	0.7180	0.8030	0.5342
7798	0.7312	0.8219	0.5068
7799	0.7442	0.8319	0.5205
7800	0.7060	0.7916	0.5342
7801	0.6680	0.7496	0.5068
7802	0.7196	0.8088	0.5342
7803	0.6600	0.7477	0.5479
7804	0.6920	0.7847	0.5342
7805	0.7020	0.7872	0.4932
7806	0.7160	0.7972	0.5068
7807	0.7071	0.8001	0.4932
7808	0.7165	0.7970	0.4932
7809	0.7374	0.8279	0.5068
7810	0.7232	0.8145	0.5205
7811	0.7107	0.8001	0.5205
7812	0.7208	0.8047	0.5068
7813	0.7151	0.8079	0.5068
7814	0.7152	0.8004	0.5205
7815	0.6902	0.7745	0.4795
7816	0.7246	0.8027	0.5068
7817	0.6913	0.7849	0.5205
7818	0.7078	0.7900	0.5342
7819	0.7430	0.8199	0.5068
7820	0.7208	0.8119	0.5068
7821	0.6996	0.7929	0.4795
7822	0.7127	0.7947	0.4658
7823	0.7264	0.8038	0.4795
7824	0.7150	0.7933	0.4658
7825	0.7100	0.8000	0.5068
7826	0.7053	0.7974	0.5205
7827	0.7062	0.7857	0.4932
7828	0.6825	0.7744	0.4932
7829	0.7343	0.8158	0.5205
7830	0.7241	0.8122	0.4932
7831	0.6784	0.7738	0.5205
7832	0.7190	0.8076	0.4521
7833	0.6879	0.7744	0.5205
7834	0.6969	0.7762	0.5342
7835	0.7215	0.8058	0.5068
7836	0.7372	0.8166	0.4795
7837	0.6910	0.7709	0.4795
7838	0.6949	0.7798	0.5068
7839	0.7011	0.7937	0.5342
7840	0.6903	0.7808	0.4932
7841	0.7107	0.7917	0.4384
7842	0.6781	0.7648	0.5068
7843	0.7211	0.8134	0.4795
7844	0.6962	0.7761	0.4932
7845	0.7397	0.8296	0.5068
7846	0.7134	0.7921	0.5205
7847	0.7145	0.8035	0.5342
7848	0.7213	0.8026	0.4932
7849	0.7214	0.8049	0.5205
7850	0.6901	0.7835	0.5479
7851	0.7002	0.7854	0.5068
7852	0.7041	0.7831	0.5616
7853	0.6795	0.7748	0.5205
7854	0.7276	0.8156	0.4658
7855	0.7200	0.8084	0.4795
7856	0.7161	0.8080	0.4521
7857	0.7316	0.8234	0.5342
7858	0.7070	0.7861	0.5342
7859	0.7172	0.7996	0.5068
7860	0.7210	0.8031	0.4932
7861	0.7048	0.7964	0.4932
7862	0.6995	0.7812	0.4932
7863	0.7265	0.8062	0.4932
7864	0.7039	0.7891	0.5205
7865	0.7553	0.8414	0.5068
7866	0.7157	0.8055	0.4932
7867	0.6748	0.7663	0.5068
7868	0.6894	0.7830	0.4795
7869	0.7306	0.8141	0.4658
7870	0.7347	0.8265	0.5479
7871	0.6964	0.7887	0.5342
7872	0.7283	0.8173	0.5068
7873	0.7356	0.8258	0.5205
7874	0.6784	0.7586	0.4658
7875	0.6793	0.7602	0.5205
7876	0.7196	0.8039	0.4932
7877	0.7215	0.8023	0.5342
7878	0.6693	0.7642	0.5205
7879	0.7051	0.7950	0.4932
7880	0.7102	0.7996	0.5479
7881	0.7434	0.8319	0.5479
7882	0.7063	0.7959	0.4795
7883	0.6971	0.7918	0.5205
7884	0.7140	0.7927	0.4932
7885	0.7019	0.7835	0.4932
7886	0.7124	0.7940	0.5068
7887	0.7349	0.8149	0.4795
7888	0.7000	0.7795	0.4658
7889	0.7192	0.8044	0.5479
7890	0.6971	0.7906	0.5616
7891	0.6929	0.7853	0.5342
7892	0.7207	0.8031	0.4932
7893	0.6880	0.7702	0.5068
7894	0.6700	0.7566	0.4658
7895	0.7345	0.8227	0.4795
7896	0.7237	0.8159	0.5205
7897	0.6972	0.7830	0.4932
7898	0.6988	0.7784	0.5068
7899	0.6987	0.7842	0.5342
7900	0.7166	0.8080	0.4795
7901	0.6971	0.7801	0.5205
7902	0.6873	0.7697	0.4795
7903	0.7100	0.7955	0.4932
7904	0.7240	0.8164	0.5342
7905	0.6747	0.7687	0.4795
7906	0.7083	0.7987	0.4795
7907	0.6800	0.7742	0.5205
7908	0.7497	0.8359	0.4932
7909	0.7095	0.8009	0.4658
7910	0.6802	0.7676	0.5205
7911	0.6896	0.7802	0.5068
7912	0.6930	0.7770	0.4932
7913	0.7154	0.7981	0.5342
7914	0.7051	0.7950	0.4932
7915	0.7061	0.7997	0.5205
7916	0.7135	0.8044	0.5342
7917	0.6722	0.7601	0.5068
7918	0.7112	0.8048	0.4795
7919	0.7598	0.8460	0.5342
7920	0.7217	0.8146	0.4795
7921	0.7067	0.7854	0.4658
7922	0.6887	0.7685	0.5205
7923	0.6670	0.7486	0.4795
7924	0.6998	0.7903	0.4658
7925	0.6991	0.7787	0.4795
7926	0.7080	0.7991	0.5342
7927	0.6867	0.7774	0.5068
7928	0.7160	0.8058	0.5068
7929	0.6836	0.7675	0.4521
7930	0.7031	0.7929	0.5068
7931	0.7129	0.8054	0.5205
7932	0.7127	0.7983	0.5342
7933	0.7456	0.8356	0.5205
7934	0.7115	0.7962	0.5068
7935	0.7153	0.8048	0.5205
7936	0.7233	0.8072	0.4932
7937	0.7281	0.8179	0.5342
7938	0.7374	0.8265	0.5479
7939	0.7137	0.7944	0.4932
7940	0.6971	0.7875	0.5342
7941	0.7256	0.8064	0.4932
7942	0.7499	0.8263	0.5342
7943	0.7096	0.8027	0.5068
7944	0.6839	0.7663	0.5616
7945	0.6805	0.7679	0.5205
7946	0.7227	0.8119	0.4932
7947	0.6947	0.7798	0.5205
7948	0.6697	0.7554	0.5342
7949	0.7060	0.8000	0.5068
7950	0.7146	0.8038	0.5068
7951	0.7081	0.7873	0.5205
7952	0.7527	0.8315	0.4795
7953	0.6886	0.7797	0.5068
7954	0.6848	0.7648	0.4932
7955	0.7198	0.8080	0.4932
7956	0.6479	0.7368	0.5205
7957	0.7530	0.8429	0.5205
7958	0.7242	0.8043	0.4932
7959	0.6958	0.7866	0.4932
7960	0.6689	0.7641	0.4795
7961	0.7156	0.7981	0.5342
7962	0.7362	0.8166	0.4795
7963	0.6757	0.7710	0.5205
7964	0.6913	0.7831	0.5068
7965	0.7006	0.7824	0.4795
7966	0.7153	0.7938	0.5205
7967	0.7009	0.7933	0.5068
7968	0.7378	0.8287	0.4795
7969	0.7093	0.7988	0.5342
7970	0.7097	0.7953	0.5068
7971	0.7262	0.8079	0.5205
7972	0.6936	0.7797	0.5068
7973	0.7020	0.7938	0.5068
7974	0.6924	0.7725	0.4932
7975	0.7072	0.7900	0.5479
7976	0.7184	0.8018	0.5068
7977	0.7599	0.8416	0.5068
7978	0.7473	0.8233	0.4932
7979	0.7094	0.8025	0.5205
7980	0.6896	0.7755	0.5205
7981	0.7207	0.8094	0.5068
7982	0.6922	0.7787	0.4932
7983	0.7144	0.8055	0.4932
7984	0.7442	0.8247	0.4932
7985	0.6953	0.7752	0.5205
7986	0.6987	0.7784	0.5068
7987	0.6985	0.7915	0.4795
7988	0.6980	0.7916	0.4932
7989	0.7195	0.8041	0.4932
7990	0.6938	0.7801	0.5205
7991	0.7205	0.8116	0.4932
7992	0.6897	0.7808	0.4795
7993	0.7055	0.7842	0.4932
7994	0.6924	0.7862	0.4932
7995	0.7523	0.8408	0.5205
7996	0.7099	0.7991	0.4658
7997	0.7296	0.8204	0.5342
7998	0.6991	0.7787	0.5205
7999	0.7127	0.8052	0.4795
8000	0.6795	0.7634	0.4795
8001	0.6864	0.7720	0.5068
8002	0.7024	0.7820	0.5068
8003	0.7432	0.8198	0.4932
8004	0.7128	0.7936	0.4932
8005	0.6758	0.7625	0.4932
8006	0.6845	0.7671	0.5479
8007	0.7064	0.7999	0.5205
8008	0.6810	0.7750	0.5479
8009	0.7088	0.7945	0.5479
8010	0.6923	0.7834	0.5205
8011	0.7240	0.8127	0.4658
8012	0.6969	0.7789	0.5205
8013	0.7275	0.8054	0.5068
8014	0.7337	0.8214	0.5068
8015	0.7212	0.7996	0.5205
8016	0.7356	0.8128	0.5205
8017	0.6743	0.7688	0.5068
8018	0.7035	0.7962	0.5068
8019	0.7199	0.8013	0.5616
8020	0.7254	0.8098	0.4795
8021	0.6938	0.7803	0.5205
8022	0.7279	0.8059	0.5342
8023	0.7117	0.8012	0.4658
8024	0.7594	0.8354	0.5068
8025	0.6968	0.7765	0.5068
8026	0.7096	0.8026	0.4932
8027	0.7247	0.8027	0.5342
8028	0.7026	0.7918	0.5068
8029	0.6744	0.7624	0.4932
8030	0.6925	0.7729	0.5068
8031	0.7038	0.7835	0.5205
8032	0.6826	0.7637	0.5205
8033	0.7232	0.8156	0.5342
8034	0.6894	0.7698	0.5068
8035	0.6894	0.7760	0.5479
8036	0.7269	0.8181	0.4932
8037	0.7279	0.8189	0.5205
8038	0.7259	0.8182	0.4932
8039	0.7136	0.8055	0.5068
8040	0.6716	0.7662	0.5342
8041	0.7336	0.8169	0.5205
8042	0.7325	0.8151	0.5342
8043	0.6653	0.7574	0.5205
8044	0.7274	0.8100	0.5616
8045	0.7292	0.8071	0.4795
8046	0.7029	0.7931	0.5342
8047	0.7054	0.7909	0.5068
8048	0.6968	0.7877	0.5205
8049	0.6908	0.7712	0.5205
8050	0.7035	0.7937	0.5479
8051	0.6987	0.7887	0.5068
8052	0.7161	0.8080	0.4932
8053	0.6963	0.7871	0.4658
8054	0.6868	0.7777	0.4795
8055	0.6985	0.7902	0.5205
8056	0.7098	0.8037	0.5068
8057	0.6799	0.7667	0.5068
8058	0.7294	0.8109	0.4932
8059	0.6913	0.7779	0.4658
8060	0.7354	0.8237	0.4932
8061	0.7243	0.8134	0.4795
8062	0.7048	0.7980	0.4795
8063	0.7160	0.8091	0.5205
8064	0.6696	0.7577	0.5205
8065	0.6795	0.7752	0.5205
8066	0.7080	0.7907	0.5342
8067	0.7171	0.8103	0.5068
8068	0.7380	0.8281	0.5068
8069	0.6912	0.7734	0.5342
8070	0.7057	0.7914	0.5205
8071	0.7055	0.7895	0.4932
8072	0.7064	0.7959	0.4795
8073	0.6638	0.7457	0.5205
8074	0.6865	0.7783	0.5068
8075	0.7359	0.8200	0.5479
8076	0.7025	0.7965	0.5342
8077	0.7164	0.8017	0.5205
8078	0.7226	0.8036	0.5068
8079	0.7225	0.8148	0.4795
8080	0.6948	0.7896	0.5068
8081	0.7416	0.8314	0.5479
8082	0.7257	0.8095	0.5068
8083	0.6935	0.7836	0.4932
8084	0.6914	0.7853	0.5068
8085	0.7036	0.7946	0.4795
8086	0.7193	0.8124	0.5479
8087	0.6977	0.7879	0.4932
8088	0.7276	0.8083	0.5068
8089	0.7062	0.7997	0.4932
8090	0.7003	0.7831	0.4932
8091	0.7102	0.7892	0.4932
8092	0.7107	0.8024	0.4932
8093	0.7257	0.8180	0.5068
8094	0.7273	0.8161	0.5342
8095	0.7248	0.8161	0.5068
8096	0.7033	0.7976	0.5479
8097	0.6718	0.7569	0.4658
8098	0.7015	0.7808	0.5068
8099	0.7064	0.7853	0.5068
8100	0.7459	0.8348	0.4658
8101	0.6826	0.7635	0.5342
8102	0.7239	0.8118	0.4795
8103	0.6926	0.7853	0.5068
8104	0.7176	0.8106	0.5068
8105	0.7117	0.8033	0.5068
8106	0.7288	0.8167	0.4932
8107	0.7118	0.8015	0.4795
8108	0.7117	0.7906	0.5068
8109	0.6784	0.7597	0.4932
8110	0.7231	0.8116	0.5205
8111	0.7016	0.7959	0.5068
8112	0.7190	0.8031	0.4932
8113	0.6826	0.7757	0.4932
8114	0.7222	0.8135	0.5068
8115	0.7114	0.7969	0.5479
8116	0.7214	0.8052	0.5479
8117	0.7340	0.8219	0.4521
8118	0.7007	0.7820	0.4932
8119	0.7145	0.7988	0.5342
8120	0.6952	0.7748	0.4932
8121	0.6984	0.7891	0.4932
8122	0.7158	0.7973	0.5479
8123	0.6802	0.7723	0.4658
8124	0.7627	0.8522	0.5068
8125	0.7127	0.8045	0.4932
8126	0.7180	0.8074	0.5205
8127	0.7337	0.8219	0.5205
8128	0.7140	0.8038	0.4658
8129	0.7106	0.7895	0.5068
8130	0.6963	0.7802	0.5068
8131	0.6962	0.7755	0.5616
8132	0.7087	0.7931	0.5205
8133	0.7008	0.7832	0.4932
8134	0.7403	0.8173	0.5342
8135	0.7146	0.7972	0.5068
8136	0.7444	0.8320	0.4932
8137	0.7078	0.7996	0.4932
8138	0.6923	0.7865	0.5205
8139	0.6996	0.7890	0.4795
8140	0.7578	0.8336	0.5616
8141	0.6802	0.7712	0.5068
8142	0.7028	0.7955	0.4795
8143	0.6820	0.7747	0.4932
8144	0.7499	0.8320	0.5342
8145	0.6928	0.7841	0.5205
8146	0.7278	0.8082	0.5068
8147	0.7491	0.8405	0.4795
8148	0.7023	0.7869	0.5068
8149	0.6906	0.7749	0.5342
8150	0.7034	0.7820	0.4795
8151	0.6981	0.7780	0.4932
8152	0.7126	0.8046	0.5342
8153	0.7388	0.8263	0.4795
8154	0.7120	0.8048	0.5205
8155	0.7039	0.7832	0.5342
8156	0.6904	0.7808	0.4795
8157	0.6988	0.7934	0.4932
8158	0.7074	0.7968	0.5068
8159	0.6977	0.7835	0.5342
8160	0.6835	0.7636	0.4795
8161	0.7309	0.8202	0.5068
8162	0.7326	0.8162	0.5479
8163	0.6738	0.7696	0.5342
8164	0.7065	0.7894	0.4932
8165	0.7025	0.7820	0.4932
8166	0.7069	0.7921	0.4932
8167	0.6895	0.7767	0.4795
8168	0.7227	0.8008	0.5342
8169	0.7358	0.8236	0.5068
8170	0.6876	0.7788	0.4795
8171	0.6957	0.7863	0.5068
8172	0.7025	0.7926	0.5068
8173	0.6901	0.7830	0.4795
8174	0.6652	0.7575	0.4932
8175	0.7175	0.8022	0.5342
8176	0.7134	0.7918	0.4932
8177	0.7361	0.8275	0.5068
8178	0.6821	0.7657	0.5342
8179	0.6851	0.7803	0.5342
8180	0.7020	0.7883	0.5068
8181	0.6882	0.7718	0.5890
8182	0.7621	0.8440	0.5616
8183	0.7091	0.8028	0.4932
8184	0.7063	0.7857	0.4932
8185	0.6939	0.7770	0.4932
8186	0.6881	0.7789	0.4932
8187	0.7015	0.7811	0.4932
8188	0.6918	0.7829	0.4658
8189	0.7223	0.8114	0.4932
8190	0.7223	0.8150	0.4932
8191	0.7059	0.7892	0.4932
8192	0.7788	0.8595	0.5342
8193	0.6664	0.7482	0.4932
8194	0.7277	0.8165	0.4658
8195	0.7005	0.7798	0.4932
8196	0.6982	0.7845	0.4795
8197	0.7143	0.7949	0.5068
8198	0.7149	0.7976	0.5205
8199	0.7355	0.8238	0.5205
8200	0.7213	0.8132	0.5342
8201	0.7345	0.8169	0.5068
8202	0.6970	0.7763	0.5753
8203	0.7051	0.7843	0.4932
8204	0.6912	0.7847	0.5068
8205	0.6897	0.7740	0.5068
8206	0.7108	0.7965	0.5205
8207	0.6966	0.7867	0.5205
8208	0.6928	0.7859	0.5342
8209	0.6963	0.7819	0.4795
8210	0.6944	0.7745	0.4795
8211	0.7126	0.8047	0.4795
8212	0.7052	0.7845	0.5068
8213	0.6851	0.7766	0.5068
8214	0.6903	0.7703	0.5342
8215	0.6965	0.7887	0.5342
8216	0.6899	0.7702	0.5342
8217	0.6722	0.7557	0.5342
8218	0.7199	0.8093	0.5205
8219	0.7086	0.7907	0.4795
8220	0.7035	0.7926	0.4795
8221	0.7127	0.8043	0.4795
8222	0.7222	0.8109	0.5205
8223	0.7086	0.8020	0.4932
8224	0.7098	0.7992	0.5342
8225	0.6911	0.7826	0.5342
8226	0.7033	0.7966	0.5068
8227	0.6977	0.7909	0.4932
8228	0.6848	0.7722	0.4932
8229	0.7191	0.7969	0.5205
8230	0.6901	0.7838	0.4521
8231	0.6903	0.7810	0.5205
8232	0.6751	0.7591	0.4932
8233	0.7193	0.8084	0.5205
8234	0.7370	0.8142	0.4932
8235	0.7125	0.8045	0.4658
8236	0.6836	0.7642	0.5068
8237	0.7148	0.8033	0.4795
8238	0.6749	0.7672	0.5068
8239	0.7020	0.7923	0.5068
8240	0.7022	0.7945	0.5205
8241	0.7025	0.7850	0.4795
8242	0.6818	0.7656	0.4795
8243	0.7295	0.8185	0.5342
8244	0.6962	0.7872	0.5205
8245	0.7431	0.8306	0.4795
8246	0.7076	0.7919	0.5068
8247	0.7159	0.7962	0.5068
8248	0.6763	0.7639	0.5068
8249	0.6918	0.7817	0.5068
8250	0.7049	0.7879	0.5068
8251	0.7244	0.8148	0.5616
8252	0.6741	0.7605	0.5205
8253	0.7206	0.8126	0.5342
8254	0.7053	0.7954	0.4932
8255	0.7270	0.8182	0.5479
8256	0.7373	0.8266	0.5068
8257	0.6721	0.7571	0.5068
8258	0.7021	0.7856	0.4795
8259	0.6897	0.7801	0.4795
8260	0.7169	0.8018	0.4932
8261	0.6909	0.7714	0.4932
8262	0.7150	0.8035	0.5342
8263	0.7223	0.8124	0.5068
